url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89018854.htm,4,Great place to work!!,"Great team.
Technical exposure to latest tech stack.
Good leave policy.",Might need to work on old tech stack for some duration.,,Software Development Engineer (SDE),2024-07-10T09:02:15.013,en,89018854,4,4,4,4,4,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89018854.htm,4,Great place to work!!,"Great team.
Technical exposure to latest tech stack.
Good leave policy.",Might need to work on old tech stack for some duration.,,Software Development Engineer (SDE),2024-07-10T09:02:15.013,en,89018854,4,4,4,4,4,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88958178.htm,5,Good,Good benefits. Overall very Positive experience.,Shrinking sector of economy. Long term view not ideal.,,BDE - Business Development Executive,2024-07-08T18:07:56.033,en,88958178,5,5,5,5,5,5,,False,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88801533.htm,4,Ok,It pays fairly well enough,It can be a bit boring,,Senior Consultant,2024-07-03T00:50:54.657,en,88801533,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88510066.htm,4,Great place to work,"Good company culture, strong mentorship program, great benefits",let go because of the pandemic,,,2024-06-23T14:21:13.220,en,88510066,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88339500.htm,3,Not what I expected.,Decent Benefits and dei initiatives.,Old school sales mindset with below average products. No travel. Cold.,,,2024-06-17T20:01:58.543,en,88339500,4,5,4,3,3,3,,False,DISAPPROVE,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88304538.htm,4,Great company to learn and grow in,"Fast paced, lots to learn, good people",Slow promotion process which can be unmotivating.,Focus on retaining staff and preventing burnout,Senior Account Manager,2024-06-16T19:07:05.617,en,88304538,4,4,3,4,4,3,,True,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87782508.htm,4,Great place to work,Great product and brand - smart people,"US-centric, hard to make an impact outside of US",Invest in the Middle East,Key Account Manager,2024-05-30T06:24:47.920,en,87782508,0,0,0,0,4,4,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87669173.htm,3,decent experience,benefits are more or less like in other companies,not many opportunities to grow,,Administrative Assistant,2024-05-27T05:12:51.140,en,87669173,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87569799.htm,3,Nice environment but dull company,"Nice people, amazing benefits. Humane management",No career progression; disappointing product development,,Marketing Executive,2024-05-23T06:59:32.897,en,87569799,5,5,5,3,4,3,,True,APPROVE,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87560218.htm,5,Good,A nice place to work,Work overtime but still get paid,,Teacher,2024-05-23T01:05:17.997,en,87560218,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87292689.htm,1,Toxic Management,Great insurance benefits and central office location,Managers didn't care about people but only results. They set ridiculous target without listening to staff. They ignore employees' mental health and keep pushing people to sell in a blinded way,,Customer Success Manager,2024-05-15T02:39:52.740,en,87292689,1,4,1,1,5,2,,False,,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87290329.htm,5,Title of your review,"Feeling like they're good at the job
Working as a team
Feeling valued
Having a positive atmosphere
Meeting new people
Being creative","Difficult to balance your personal life. Full-time employment can be rigorous, requiring your full commitment for most of the week (normally 40 hours from 9 am to 5 pm). ...
More prone to work-related stress. ...
Could make you more risk-averse. ...",,SEO Specialist,2024-05-15T01:01:11.777,en,87290329,4,4,0,4,2,3,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87188378.htm,5,Brilliant place to work and grow,"Learnt a lot, great peers
100% autonomy","100% remote in India, distributed teams",,Ex-employee,2024-05-11T22:54:14.347,en,87188378,5,5,5,4,5,4,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87076502.htm,3,Ok for learn,Can learn can learn fast,Not too good for skill build,,Sales Representative,2024-05-08T06:57:46.643,en,87076502,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW87004420.htm,3,"Pay reasonable, but no strategic vision","Good people, benefits, some interesting work","Massive legacy stack, cost cutting, rumors of take private",,Senior Technical Manager,2024-05-06T09:27:32.953,en,87004420,4,4,3,4,3,1,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86666482.htm,3,Good,"Working from home, hybrid working","Long hours,
Long hours, 
Long hours,",,Trust and Safety Specialist,2024-04-25T01:45:39.790,en,86666482,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86634649.htm,4,Recognisable brand but slow to react,Loyal employer with lots of ambitious people,Slow to react and hard to get promoted,,Senior Key Account Manager,2024-04-24T07:05:13.237,en,86634649,5,5,4,2,4,2,,False,DISAPPROVE,NEGATIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86416751.htm,4,Good,Great people and offices globally.,Not much room for growth,,Senior Manager,2024-04-17T12:53:47.193,en,86416751,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86336908.htm,3,Great place to work but disjointed senior leaders with distracting politics,"Tripadvisor's new strategy and focus is refreshing for the business. There are great initiatives that are placing Tripadvisor in the forefront of travel and technology that will give travelers great reason to use its platform.

People are generally excellent to work with and are highly qualified. A lot of superb product managers, engineers, data science, and analysts across the business.","Senior leaders struggle to work together and the undercurrent of politics is really distracting at that level. Feels difficult to work together across functions sometimes, with passive aggressive culture of ""pointing fingers"".","Executives needs to figure out how to reduce barriers across functions. ""Inner circles"" clearly exist. Senior leaders don't really seem to get along and that cascades down to the working teams making real collaboration harder.",,2024-04-15T13:26:47.677,en,86336908,2,4,3,2,4,4,,True,NO_OPINION,POSITIVE,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86143783.htm,5,Experiencia positiva con guidance del management excelente,Benefits Doable Targets Coaching Uncapped Bonus Work Environment,"Cambios repentinos
continous asking for more performance even when at 100% of target",N/A,Relationship Manager,2024-04-09T07:28:29.260,en,86143783,4,5,5,3,4,3,,False,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW86143783.htm,5,Experiencia positiva con guidance del management excelente,Benefits Doable Targets Coaching Uncapped Bonus Work Environment,"Cambios repentinos
continous asking for more performance even when at 100% of target",N/A,Relationship Manager,2024-04-09T07:28:29.260,en,86143783,4,5,5,3,4,3,,False,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85956895.htm,4,Mostly a good company,People are what make tripadvisor,A bit of politics and change of strategy a bit too often,,Account Manager,2024-04-03T07:15:13.590,en,85956895,4,4,3,3,3,4,,False,,NEGATIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85921637.htm,3,Good for a period,"great people, remote work and good environment",not clear about performance and not clear feedbacks,,Senior Frontend Engineer,2024-04-02T09:40:33.703,en,85921637,4,5,5,2,3,3,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85889719.htm,1,ok company,nice people to work with,Our brand is weakening amongst consumers,no advice,Sr. Product Manager,2024-04-01T12:46:56.627,en,85889719,4,3,3,3,3,3,,True,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85732932.htm,4,Great Global Collaboration,"Brilliant colleagues and managers that encourage growth and development. Competitive benefits like annual leave are great after a certain tenure, and some remote work flexibility is a plus.","A newer executive team is still finding their footing and should be more visible across the company. Reorganization happens often, and frequently changing objectives can be difficult to execute. Salary is not very competitive.",,,2024-03-26T17:29:24.400,en,85732932,4,4,4,3,3,3,,True,DISAPPROVE,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85401752.htm,5,Great place to work,Amazing place to work. Very nice,No cons was all great,No advice they ar perfect,Client Service Representative,2024-03-16T18:37:04.843,en,85401752,5,5,5,5,5,5,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85397410.htm,2,n/a,"People were nice, free lunch.","Horrible pay, you're just a cog in the machine",,Account Manager,2024-03-16T12:34:15.263,en,85397410,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85357481.htm,3,Great but outdated,"Great benefits, great team and people to work with.
Work life balance",Company with outdated products. There was alot changes in management and keep changing focus.,,Customer Success Representative,2024-03-15T02:01:07.280,en,85357481,4,4,4,2,4,2,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85218156.htm,5,Great Place to work,"Great culture, atmosphere and good benefits. Stock, bonus...etc","Lots of planning meetings, leaving less time for delivery","Less planning, more doing",Campaign Manager,2024-03-11T13:22:07.347,en,85218156,4,5,4,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85166907.htm,3,Good,Good workplace environment and good relationships with others,Bad management and bad leadership,,Business Development Manager,2024-03-09T13:45:52.820,en,85166907,2,5,4,2,5,1,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85110231.htm,3,Closing off Sydney office,People are friendly and helpful,"No more operating, work shifted away",,,2024-03-07T12:56:30.763,en,85110231,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW85109822.htm,3,Benefits leave to be desired,"- excellent team
- ok benefits
- great health insurance","- corporate bs/lingo off the charts
- incompetent middle management
- murky bonus system",Stop tying lower-level employee salary to company performance.,Sr Specialist,2024-03-07T12:44:44.913,en,85109822,3,3,4,2,3,3,,True,DISAPPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84969963.htm,4,Overall good,"- Brand name 
- Culture
- Flexibility","- Products
- Leadership
- Processes",,Business Development Executive,2024-03-04T02:54:07.657,en,84969963,4,3,3,2,4,3,,False,NO_OPINION,NEUTRAL,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84919807.htm,5,Awesome place to work at,"Great people/management, overall awesome organization overall","No concerns, I didn't work in a better place yet",Keep it up!,Software Engineer,2024-03-01T15:38:38.450,en,84919807,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84831134.htm,4,a lot of uncertainty,"Great company culture, very helpful colleagues, a lot of ERG initiatives.",A lot of uncertainty about company future and where it was going. There was plenty of talk and money spent on shaping new strategy yet if you asked random employees hardly anyone was able to tell you what that strategy actually was. That led to halt on recruitment and progression oportunities.,,Talent Acquisition Specialist,2024-02-28T08:04:20.920,en,84831134,5,4,5,2,4,3,,False,DISAPPROVE,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84568563.htm,3,Digital marketing,"Creative, great teamwork, lots of responsibility",Somewhat lack of guidance for newbies,,Promotions Manager,2024-02-20T13:37:47.613,en,84568563,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84433145.htm,5,Great company,Really a great company for travel users,No such things as cons,,Software QA Tester,2024-02-16T01:05:52.603,en,84433145,5,5,5,5,5,5,,False,APPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84399436.htm,4,Viator dev in Sydney (before it's gone),"* Developer friendly and flexible environment. Pays well and takes care of employees.
* Most colleagues are very good, hard working, fun and easy to work with. Had a good family like work life there.
* Follows latest technologies. Enjoyable projects. Can learn a lot.","* Unfortunately, the entire Sydney product development was moved to Europe, with funny and unconvincing time zone excuse, even though Sydney team created the whole thing, did such wonderful and critical work.
* Sydney executive management was not strong enough to retain Sydney teams.
* Conflict direction between Tripadvisor and Viator.
* Tripadvisor stock option was a trap!",,Principal Software Engineer,2024-02-15T04:22:14.500,en,84399436,4,5,5,3,5,4,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84244785.htm,4,Enjoyed my time,"Very cool office, collaborative team to work with",Could have some improvements on the products offered,,Customer Success,2024-02-09T20:45:43.020,en,84244785,5,5,4,4,4,3,,False,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84143285.htm,5,Good company,They work hard to keep employees happy,Travel industry has lots of ups and downs,,,2024-02-07T04:27:20.730,en,84143285,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84143285.htm,5,Good company,They work hard to keep employees happy,Travel industry has lots of ups and downs,,,2024-02-07T04:27:20.730,en,84143285,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84088936.htm,3,It was okay,Pay and free food were good,It was just a bit boring,,Sr. Analyst - Marketing,2024-02-05T19:20:37.480,en,84088936,3,3,3,3,3,3,,False,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84067333.htm,3,Layoffs are common,It is a great company to work for until they lay you off without cause or reason.,"They are constantly reshuffling the deck, and layoffs are frequent.",,Senior Business Development Manager,2024-02-05T07:36:30.157,en,84067333,4,4,4,3,3,3,,False,APPROVE,NEGATIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW84055442.htm,3,A shadow of the Past with good benefits for managers,Great Benefits and culture in general,Lack of strategy and innovation in product areas. The company ended up doing a massive layoff in BCN last year,,Manager Sales,2024-02-05T00:13:04.997,en,84055442,4,5,4,4,5,2,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83992025.htm,5,Good,"Culture, perks, people, and others",Just as any company with shareholders I feel stolen,,Analytics,2024-02-02T07:31:13.820,en,83992025,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83716036.htm,4,Great culture and people,"Flexibilty, great people culture (subject to dep and manager), internal ladder for growth","Slow to action changes, to open internal roles, slow in recruitment. Salary can be lower than industry standard in tech/media. Negotiating salary increase can be a frustrating experience.",,Advertising Operations Specialist,2024-01-25T04:21:48.703,en,83716036,5,4,4,5,3,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83679408.htm,3,Ok short term employment,"Almost 100% remote work, you can form close relationships with your team, summer flex time in addition to PTO.","Managers don't know how to manage and have no training before being promoted, not a lot of room for growth, they will have mass layoffs just to rehire all the positions months later, either you will be overworked or have nothing to do, the executive team and new CEO are unrealistic and bringing teams down.",,Marketing,2024-01-24T06:26:14.190,en,83679408,3,3,2,2,3,2,,True,DISAPPROVE,,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83461666.htm,4,Am,"Good experience 
Recomiendo
Multicultural
Training in the company",Communication is not very good,,Key Account Manager (KAM),2024-01-17T13:28:35.977,en,83461666,4,4,4,4,4,4,,False,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83406774.htm,3,good benefits,"Good benefits, good environment, flexibility","Lack of transparency, poor salaries",,Customer Succes Manager,2024-01-16T07:19:05.763,en,83406774,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83247068.htm,5,Great benefits and smart leaders,"Healthcare, insurance and lifestyle benefits are really generous. Leaders are smart",The company is constantly undergoing change with multiple changes in organization structure,,Growth Manager,2024-01-10T17:35:06.443,en,83247068,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83232036.htm,1,A Regrettable Experience at Tripadvisor,Lifestyle benefit is a nice perk as well as the company shut down week between Christmas and New Years.,"I joined Tripadvisor with high hopes and enthusiasm, believing it would be a stepping stone for my career growth. However, my time at the company turned out to be the biggest regret of my professional life.

The company's primary focus appears to be solely on revenue, with little regard for the well-being of its employees or the satisfaction of its customers. The lack of value placed on both internal and external stakeholders is evident in every aspect of the organization.

One of the most glaring issues is the disorganized structure of the company. The communication and updates are shockingly poor, leaving employees in the dark about crucial information. Teams seem to lack passion for the business, resulting in a noticeable lack of desire to excel in their daily tasks.

The leadership team, unfortunately, is both inexperienced and unorganized. Their approach is not only tone-deaf but also sloppy, leaving employees feeling unsupported and undervalued. A striking example of this is the insistence on full-time office attendance while leaders enjoy vacations in exotic locations such as the Bahamas, joining meetings remotely. This stark contrast in expectations and actions highlights the lack of empathy and understanding within the leadership team.

Communication breakdowns are rampant, with emails frequently ignored, and political games playing a significant role in day-to-day operations. This creates an unhealthy work environment, contributing to the overall dissatisfaction among employees.

The benefits package provided by Tripadvisor is severely lacking, causing numerous headaches and troubleshooting efforts. There is a palpable lack of trust in how commissions are calculated and paid out, further eroding confidence in the company's transparency and fairness. In addition their were hidden cliffs with in 401k and RSU options. The limited support given to teams and customers alike underscores the company's lack of commitment to their well-being.

In conclusion, my experience at Tripadvisor has been nothing short of disappointing. This move, which I had initially looked forward to the most in my career, turned out to be a profound letdown. I strongly caution anyone considering employment with or engaging in business with Tripadvisor to think twice. The company's prioritization of revenue over its people and customers, combined with its organizational and leadership issues, make it an undesirable place to work or collaborate with.",Put the customer first. ,Sales,2024-01-10T09:32:52.170,en,83232036,1,1,2,1,1,1,,False,DISAPPROVE,NEUTRAL,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83033786.htm,5,Good,"good WLB
good team
many benefits",not working on such advanced technologies,,Software Engineer,2024-01-04T03:17:59.777,en,83033786,5,5,5,5,5,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83011930.htm,5,Culture wonderful at TripAdvisor!,"Hard working, fun, and kind colleagues! Incredible free lunch every day. Job security and opportunities to grow your career.",Some of my friends left the company because they weren’t given raises they felt they deserved.,Keep up the great work!,Executive Assistant,2024-01-03T11:12:46.680,en,83011930,5,4,4,4,5,5,,True,,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82732582.htm,4,Great place to work,"Great culture, interesting work, smart and supportive people",Low salaries as compared to the market,,Product Manager,2023-12-19T19:30:20.510,en,82732582,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82713576.htm,5,Loved this place,"Benefits, people, working hours and free shows","For me, I did not see any cons, like every else do your job and all is fine",My department was perfect,Quality Assurance,2023-12-19T06:18:51.100,en,82713576,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82611849.htm,2,"Traditional workplace that doesn't feel ""tech"" as they claim",Good ERG initiatives; people are generally nice and passionate about what they do,"Tools and mindsets feel traditional. Some examples:
- Poor documentation, poor agility, poor project management in my org (ever moving goal posts where I receive little support in accomplishing in the first place, while my work was also simultaneously made non-transferrable because of lack of rituals to give team mates visibility to each other's work)
- This company is still using Outlook in 2023 but all the work is done on Google Workspace
- Person at the top of my reporting chain insists on using PowerPoint and no Google Slides because they don't like the latter
- I was told that my department doesn't have budget to give me a Macbook but people more senior in the department have it just because they are more senior
- Lack of proper communication on managerial changes due to what it seems like a systemic communication issue (manager answering to a question I initiated in my 1:1 with the fact that my manager was being changed effectively that day, without any prior communication)","Nothing wrong if you call yourself a travel company, but don't brand yourself as a tech company when you are still operating traditionally",Analyst,2023-12-14T16:32:38.320,en,82611849,2,4,2,3,4,3,,True,NO_OPINION,NEUTRAL,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82356973.htm,4,"Good travel benefits, needs more vision",Great people to work with,Unclear strategic direction as a company,,,2023-12-05T18:35:07.370,en,82356973,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82301740.htm,4,Recent Layoffs,"Very good onboarding training, people are really great overall, culture and nice benefits.","Base salary is low, you can feel a lot of pressure to hit your sales numbers, and company has been in constant change.",,Business Development Executive,2023-12-04T06:52:08.577,en,82301740,5,5,4,3,4,3,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82156680.htm,3,Was a great company before......,Great travel and other benefits. Great team members.,Reorg after reorg and layoffs a plenty. The overall DNA and care of employees has pretty much gone out the window.,,Trainer,2023-11-28T14:00:56.743,en,82156680,0,0,0,0,0,0,,False,DISAPPROVE,,NEGATIVE
